VO2_ins_wl_n;VO2_ins_n;VO2_ins_wl_k;VO2_ins_k;VO2_met_wl_n;VO2_met_n;VO2_met_wl_k;VO2_met_k;vo2IR_ins_wl_n;vo2IR_ins_n;vo2IR_met_wl_n;vo2IR_met_n;vo2IR_met_wl_k;vo2IR_met_k;vo2IR_ins_wl_k;vo2IR_ins_k;Ag_wl_n;Ag_n;Ag_wl_k;Ag_k;Au9nm_wl_n;Au9nm_n;Au9nm_wl_k;Au9nm_k;SiO2_thin_wl_n;SiO2_thin_n;SiO2_thin_wl_k;SiO2_thin_k;SiO2_fused_wl_n;SiO2_fused_n;SiO2_fused_wl_k;SiO2_fused_k;SiO2_wl_n;SiO2_n;TiO2_alpha_wl_n;TiO2_alpha_n;TiO2_A_wl_n;TiO2_A_n;TiO2_alpha_wl_k;TiO2_alpha_k;TiO2_A_wl_k;TiO2_A_k;Cr2O3_wl_n;Cr2O3_n;Cr2O3_wl_k;Cr2O3_k;Si3N4_wl_n;Si3N4_n;Si3N4_wl_k;Si3N4_k;CeO2_wl_n;CeO2_n;CeO2_wl_k;CeO2_k;PET_wl_n;PET_n;PET_wl_k;PET_k;Eye_wl;Eye_sensitivity
943,055;2,694;1489,838;0,23;1223,432;1,772;1941,281;2,974;3586;2,7325;5043,5;5,3676;8381,3;6,0846;9330,8;;230,48;1,216;230,48;1,261;860;0,365;860;5,057;530;1,475455;530;0;1460;1,445086147;9235;2,3453;460,683;1,429;165,896156;1,744724523;454,992;2,178;165,896156;1,341145326;342,979;0,09;2250;1,92;4340;0,00611;3219;1,938687075;3219;0;756,6;2,383;978,8;-0,0007978;960;1,55154;960;0,00000114;;
955,116;2,694;1498,884;0,23;1243,037;1,791;1953,346;2,992;3797,8;2,7206;5447;5,7828;8763,4;5,7792;9710,7;;231,34;1,22;231,34;1,262;870;0,363;870;5,135;535;1,475245;535;0;1512;1,444475988;9287,9;2,1853;463,529;1,429;166,853885;1,756503781;457,838;2,173;166,853885;1,334398582;343,75;0,085;2380;1,92;4560;0,00653;3271;1,936359376;3271;0;773,3;2,378;995,7;0,000942;970;1,55126;970;0,000004;;
967,191;2,711;1568,217;0,209;1259,626;1,794;2013,669;3,065;3980,4;2,7063;5740,8;6,1735;9032,6;5,4271;10169;;232,21;1,224;232,21;1,264;880;0,363;880;5,211;540;1,475042;540;0;1565;1,443843402;9341,5;2,0446;466,374;1,429;167,817143;1,767546953;460,683;2,17;167,817143;1,327535433;344,522;0,081;2520;1,91;5120;0,00603;3323;1,933994251;3323;0;790;2,372;1015;-0,0007978;980;1,55096;980;0,00000412;;
979,252;2,711;1580,281;0,213;1277,723;1,811;2031,766;3,079;4162,5;2,6853;5983,7;6,3467;9265,6;5,3182;10619;;233,08;1,228;233,08;1,265;890;0,381;890;5,26;545;1,474844;545;0;1620;1,443173929;9395,7;1,9245;469,22;1,429;168,785962;1,777858566;463,529;2,167;168,785962;1,320623256;345,294;0,076;2670;1,91;5340;0,00614;3374;1,931638;3374;0;806,7;2,372;1030;0,001611;990;1,55074;990;0,00000511;;
991,326;2,728;1592,338;0,209;1295,82;1,828;2049,863;3,1;4355,3;2,6664;6180,3;6,5198;9580,7;5,1912;10981;;233,96;1,233;233,96;1,267;900;0,376;900;5,343;550;1,474652;550;0;1677;1,442464576;9450,5;1,8023;472,065;1,429;169,760374;1,787449996;466,374;2,164;169,760374;1,313728005;346,065;0,072;2830;1,91;5970;0,00605;3426;1,92919797;3426;0;819,2;2,372;1055;0,001611;1000;1,55073;1000;0,00000911;;
1003,387;2,728;1604,389;0,196;1313,917;1,845;2061,928;3,116;4551,8;2,677;6404;6,6853;10167;5,4731;11612;;234,85;1,237;234,85;1,268;910;0,381;910;5,411;555;1,474464;555;0;1736;1,441712173;9505,9;1,6587;474,911;1,429;170,740412;1,796339124;469,22;2,161;170,740412;1,306913326;346,838;0,069;3000;1,91;6270;0,00643;3478;1,926719745;3478;0;845,6;2,361;1068;0,001611;1010;1,55055;1010;0,00000102;;
1015,462;2,745;1616,453;0,2;1332,014;1,868;2122,251;3,18;4760,1;2,6549;6670,8;6,8562;10631;5,7909;12007;;235,74;1,241;235,74;1,27;920;0,386;920;5,476;560;1,474283;560;0;1797;1,440913367;9562,1;1,4893;477,756;1,429;171,726107;1,804549863;472,065;2,158;171,726107;1,300239762;347,609;0,065;3180;1,91;7040;0,00619;3530;1,924203079;3530;0;862,3;2,361;1092;-0,0003963;1020;1,55051;1020;0,00000108;;
1027,523;2,745;1682,774;0,183;1350,111;1,882;2140,348;3,198;4964,5;2,6495;6960,5;7,0762;11122;6,0961;12279;;236,64;1,246;236,64;1,271;930;0,383;930;5,561;565;1,474106;565;0;1861;1,440050939;9618,8;1,3022;480,602;1,429;172,717492;1,812111561;474,911;2,156;172,717492;1,293764081;348,381;0,061;3370;1,91;7360;0,0064;3582;1,921647728;3582;0;879;2,361;1106;0,000005198;1030;1,54909;1030;0,00000119;;
1039,59;2,754;1694,832;0,179;1368,208;1,902;2159,686;3,22;5201,6;2,6314;7277,8;7,3095;11408;6,218;12510;;237,55;1,25;237,55;1,272;940;0,384;940;5,637;570;1,473933;570;0;1926;1,439148066;9676,3;1,1103;483,447;1,429;173,714601;1,819058337;477,756;2,152;173,714601;1,28753874;349,153;0,056;3580;1,9;8230;0,00621;3634;1,91905345;3634;0;890,1;2,361;1124;-0,0003963;1040;1,5487;1040;0,00000126;;
1051,658;2,762;1706,893;0,179;1386,305;1,924;2447,998;3,535;5443,5;2,6221;7596,8;7,5308;11709;6,4166;12650;;238,46;1,255;238,46;1,273;950;0,389;950;5,704;575;1,473766;575;0;1994;1,438172943;9734,5;0,92626;486,293;1,429;174,717467;1,825428364;480,602;2,15;174,717467;1,281611478;349,925;0,054;3790;1,9;8630;0,00664;3686;1,916420006;3686;0;916,7;2,355;1139;0,0008082;1050;1,54866;1050;0,00000122;;
1063,726;2,771;1718,954;0,179;1404,402;1,944;2466,095;3,555;5821,2;2,5955;7897,6;7,7699;12334;6,7181;12840;;239,38;1,259;239,38;1,274;960;0,394;960;5,772;580;1,473602;580;0;2064;1,43713496;9793,3;0,76014;489,138;1,429;175,726122;1,831263145;483,447;2,147;175,726122;1,276025046;350,698;0,051;4020;1,9;9700;0,00645;3738;1,913747161;3738;0;934,6;2,352;1156;-0,0014;1060;1,54817;1060;0,00000115;;
1075,793;2,779;1731,014;0,179;1422,499;1,967;2484,192;3,572;6140,7;2,5713;8196,6;8,0125;13000;6,9797;12936;;240,31;1,264;240,31;1,275;970;0,393;970;5,861;585;1,473443;585;0;2137;1,436013962;9852,9;0,61871;492,221;1,423;176,740599;1,836606782;486,293;2,144;176,740599;1,270817062;351,47;0,048;4260;1,9;10200;0,00604;3790;1,911034679;3790;0;951,2;2,35;1174;0,001611;1070;1,54801;1070;0,00000109;;
1087,854;2,779;1803,366;0,162;1440,596;1,987;;;6438,6;2,5335;8506,8;8,2751;13788;7,2497;13130;;241,25;1,268;241,25;1,276;980;0,399;980;5,923;590;1,473288;590;0;2212;1,434819618;9913,2;0,50502;494,829;1,42;177,760934;1,841505289;489,138;2,142;177,760934;1,266019975;352,242;0,045;4510;1,9;11400;0,00616;3842;1,908282326;3842;0;962,4;2,35;1197;0,0002729;1080;1,54785;1080;0,00000114;;
1099,929;2,796;1815,427;0,162;1458,693;2,009;;;6733,8;2,524;8894,6;8,4592;14742;7,4667;13228;;242,19;1,273;242,19;1,276;990;0,401;990;6,004;595;1,473137;595;0;2290;1,433529881;9974,2;0,41876;497,675;1,42;178,787159;1,846005935;491,984;2,139;178,787159;1,261661131;353,015;0,043;4780;1,9;11900;0,00627;3894;1,905489867;3894;0;1024;2,341;1211;0,001611;1090;1,54786;1090;0,000000804;;
1111,99;2,796;1827,488;0,162;1476,79;2,029;;;7055,4;2,4944;9265,6;8,312;15820;7,6155;13427;;243,14;1,277;243,14;1,277;1000;0,411;1000;6,05;600;1,47299;600;0;2371;1,432137211;10036;0,35692;500,52;1,42;179,819309;1,850156654;494,829;2,137;179,819309;1,25776291;353,787;0,04;5070;1,9;13400;0,00639;3946;1,902657069;3946;0;1040;2,34;1233;0,0006075;1100;1,54759;1100;0,00000123;;
1124,061;2,809;1839,549;0,162;1494,887;2,055;;;7350,5;2,4583;9512;8,1147;17040;7,6968;13527;;244,09;1,282;244,09;1,278;1010;0,411;1010;6,143;605;1,472847;605;0;2454;1,430651699;10099;0,31485;503,366;1,42;180,857417;1,854005509;497,675;2,134;180,857417;1,254342942;354,558;0,035;5370;1,9;14000;0,00624;3998;1,899783698;3998;0;1057;2,339;1247;0,0008082;1110;1,54701;1110;0,00000179;;
1136,125;2,813;1848,594;0,162;1512,985;2,072;;;7685,2;2,4394;9773,5;7,896;18492;7,7274;13730;;245,06;1,287;245,06;1,278;1020;0,418;1020;6,199;610;1,472707;610;0;2541;1,429028728;10162;0,2873;506,211;1,42;181,901518;1,857600231;500,52;2,133;181,901518;1,25141436;355,33;0,032;5690;1,9;15700;0,00642;4050;1,896869519;4050;0;1074;2,339;1265;-0,0007978;1120;1,54718;1120;0,00000328;;
1148,186;2,813;1917,931;0,145;1531,082;2,097;;;8022,5;2,3772;10076;7,7387;19918;7,7308;13833;;246,03;1,291;246,03;1,278;1030;0,417;1030;6,28;615;1,47257;615;0;2630;1,427296094;10226;0,26937;509,057;1,42;182,951647;1,860987815;503,366;2,13;182,951647;1,248986096;356,103;0,03;6030;1,9;16700;0,00612;4102;1,893914297;4102;0;1090;2,339;1282;0,000942;1130;1,54732;1130;0,00000605;;
1160,261;2,83;1929,992;0,145;1549,179;2,12;;;8389,9;2,3308;10552;7,6856;21454;7,7264;13989;;247,01;1,296;247,01;1,278;1040;0,421;1040;6,35;620;1,472437;620;0;2723;1,425404433;10291;0,25711;511,902;1,42;184,007838;1,86421419;506,211;2,128;184,007838;1,247063192;356,876;0,028;6390;1,9;17400;0,00633;4154;1,890917794;4154;0;1106;2,339;1304;0,001611;1140;1,54683;1140;0,00000369;;
1172,322;2,83;1942,052;0,145;1567,276;2,142;;;8840,2;2,2622;11033;7,7502;23195;7,7687;14146;;248;1,301;248;1,279;1050;0,426;1050;6,424;625;1,472307;625;0;2819;1,423361368;10357;0,24772;514,748;1,42;185,070127;1,867323948;509,057;2,126;185,070127;1,245647132;357,649;0,027;6780;1,9;19500;0,00645;4206;1,887879774;4206;0;1171;2,331;1320;0,0008082;1150;1,54682;1150;0,00000317;;
1184,383;2,83;1954,113;0,145;1585,373;2,165;;;9245,4;2,199;11542;7,8574;24799;7,8332;14251;;249;1,306;249;1,279;1060;0,433;1060;6,484;630;1,472181;630;0;2918;1,421154416;10424;0,23944;517,593;1,42;186,138549;1,870360127;511,902;2,123;186,138549;1,244736163;358,421;0,024;7180;1,9;20400;0,00662;4257;1,884859617;4257;0;1188;2,331;1340;0,0006075;1160;1,54667;1160;0,00000365;;
1196,457;2,847;1963,159;0,145;1603,47;2,19;;;9602,8;2,1175;12062;8,0157;25930;7,8653;14465;;250;1,311;250;1,278;1070;0,438;1070;6,561;635;1,472057;635;0;3021;1,418745952;10491;0,23132;520,439;1,42;187,213138;1,87336405;514,748;2,123;187,213138;1,244325623;359,194;0,023;7610;1,9;23000;0,00648;4309;1,881738648;4309;0;1204;2,331;1354;0,001611;1170;1,5467;1170;0,0000043;;
1208,518;2,847;2032,506;0,141;1621,567;2,21;;;9958,4;2,0632;12612;8,2199;26911;7,9478;14682;;251,01;1,316;251,01;1,278;1080;0,444;1080;6,638;640;1,471936;640;0;3128;1,416117293;10559;0,22291;523,284;1,42;188,293932;1,876375204;517,593;2,119;188,293932;1,244408249;359,967;0,022;8070;1,9;24000;0,00638;4361;1,87857544;4361;0;1221;2,328;1377;-0,0007978;1180;1,54643;1180;0,00000502;;
1220,579;2,847;2044,566;0,141;1639,664;2,233;;;10465;1,9358;13112;8,4453;28772;8,0983;14903;;252,03;1,321;252,03;1,278;1090;0,451;1090;6,69;645;1,471818;645;0;3238;1,413274157;10629;0,21413;526,13;1,42;189,380964;1,879431167;520,439;2,118;189,380964;1,244974475;360,74;0,021;8550;1,9;27100;0,0063;4413;1,875369746;4413;0;1243;2,328;1392;0,000005198;1190;1,54625;1190;0,00000441;;
1232,64;2,847;2056,617;0,128;1657,761;2,258;;;10260;1,9995;13663;8,6911;;;15183;;253,06;1,326;253,06;1,277;1100;0,456;1100;6,769;650;1,471703;650;0;3352;1,410169683;10699;0,20501;528,975;1,42;190,474273;1,882567557;523,284;2,117;190,474273;1,24601271;361,513;0,02;9060;1,9;28300;0,00641;4465;1,872121317;4465;0;1276;2,328;1410;0,000005198;1200;1,54635;1200;0,00000284;;
1244,707;2,856;2068,678;0,128;1675,858;2,281;;;10699;1,8719;14204;8,9493;;;15411;;254,1;1,331;254,1;1,276;1110;0,462;1110;6,841;655;1,471591;655;0;3470;1,406778215;10770;0,19574;531,821;1,42;191,573893;1,88581802;526,13;2,113;191,573893;1,247509594;362,286;0,02;9600;1,9;;;4517;1,8688299;4517;0;1293;2,328;1425;0,001611;1210;1,54546;1210;0,00000213;;
1256,775;2,864;2080,742;0,132;1693,955;2,304;;;10906;1,7837;14742;9,1906;;;15818;;255,14;1,336;255,14;1,275;1120;0,468;1120;6,899;660;1,471481;660;0;3592;1,403070896;10842;0,18652;534,666;1,42;192,679861;1,889214233;528,975;2,113;192,679861;1,249450237;363,059;0,019;10200;1,9;;;4569;1,865495241;4569;0;1310;2,328;1445;0,0002729;1220;1,54564;1220;0,00000177;;
1268,836;2,864;2147,07;0,124;1712,052;2,326;;;11190;1,7008;15300;9,4532;;;16175;;256,2;1,341;256,2;1,274;1130;0,474;1130;6,973;665;1,471373;665;0;3719;1,398982;10915;0,17764;537,512;1,42;193,792214;1,892785928;531,821;2,112;193,792214;1,251818436;363,832;0,018;10800;1,9;;;4621;1,862117081;4621;0;1328;2,328;1461;0,001611;1230;1,54575;1230;0,00000167;;
1280,897;2,864;2159,135;0,128;1730,149;2,352;;;11575;1,5339;15879;9,6964;;;16296;;257,26;1,346;257,26;1,273;1140;0,481;1140;7,044;670;1,471268;670;0;3850;1,394503572;10989;0,16942;540,358;1,42;194,910988;1,896560933;534,666;2,108;194,910988;1,254596868;364,605;0,018;11400;1,9;;;4673;1,858695158;4673;0;1346;2,322;1484;0,0002729;1240;1,54566;1240;0,00000148;;
1292,958;2,864;2171,195;0,128;1748,246;2,374;;;11751;1,4611;16480;9,9434;;;16418;;258,33;1,352;258,33;1,271;1150;0,487;1150;7,113;675;1,471166;675;0;3986;1,389555342;11064;0,16225;543,203;1,42;196,036222;1,900565216;537,512;2,108;196,036222;1,257767267;365,378;0,017;12100;1,9;;;4725;1,855229207;4725;0;1363;2,322;1498;0,001611;1250;1,54493;1250;0,00000143;;
1305,019;2,864;2183,256;0,128;1766,343;2,394;;;11929;1,3829;17133;10,194;;;16418;;259,41;1,357;259,41;1,269;1160;0,494;1160;7,184;680;1,471065;680;0;4126;1,384120806;11140;0,15662;546,049;1,42;197,167951;1,904822948;540,358;2,106;197,167951;1,261310586;366,151;0,016;12800;1,9;;;4777;1,851718958;4777;0;1379;2,322;1520;0,0006075;1260;1,54539;1260;0,0000011;;
1317,083;2,868;2195,314;0,124;1784,44;2,42;;;12065;1,3084;17884;10,449;;;16480;;260,5;1,362;260,5;1,268;1170;0,5;1170;7,26;685;1,470967;685;0;4271;1,378099774;11218;0,15307;548,894;1,42;198,306214;1,909356558;543,203;2,103;198,306214;1,265207133;366,925;0,016;13600;1,9;;;4829;1,848164137;4829;0;1396;2,322;1534;0,0008082;1270;1,54541;1270;0,00000163;;
1329,154;2,881;2267,669;0,111;1802,537;2,445;;;12248;1,2298;18699;10,689;;;16603;;261,6;1,368;261,6;1,265;1180;0,506;1180;7,311;690;1,470871;690;0;4422;1,371370131;11296;0,1522;551,74;1,42;199,451049;1,914186802;546,049;2,103;199,451049;1,269436699;367,697;0,013;14400;1,9;;;4881;1,844564468;4881;0;1413;2,322;1555;0,001611;1280;1,54486;1280;0,00000159;;
1341,215;2,881;2279,73;0,111;1820,634;2,471;;;12434;1,1429;19558;10,914;;;16665;;262,71;1,373;262,71;1,263;1190;0,512;1190;7,378;695;1,470778;695;0;4578;1,363881434;11375;0,15468;554,585;1,42;200,602492;1,919332825;548,894;2,102;200,602492;1,273978672;368,469;0,009;15300;1,9;;;4933;1,840919667;4933;0;1429;2,322;1570;0,0008082;1290;1,54418;1290;0,00000158;;
1353,276;2,881;2291,79;0,111;1838,731;2,488;;;12669;1,0513;20367;11,108;;;16665;;263,83;1,379;263,83;1,26;1200;0,518;1200;7,444;700;1,470686;700;0;4739;1,355526219;11456;0,16111;557,193;1,422;201,760583;1,92481223;551,74;2,098;201,760583;1,278812136;369,242;0,007;16200;1,9;;;4985;1,837229448;4985;0;1446;2,322;1591;0,001611;1300;1,54486;1300;0,00000156;;
1365,337;2,881;2303,851;0,111;1856,828;2,513;;;12882;0,97546;21335;11,298;;;16789;;264,96;1,385;264,96;1,257;1210;0,524;1210;7,517;705;1,470596;705;0;4906;1,346117123;11537;0,17201;560,276;1,424;202,925359;1,930641143;554,585;2,098;202,925359;1,283915961;370,015;0,007;17200;1,9;;;5037;1,83349352;5037;0;1463;2,322;1606;0,0008082;1310;1,54437;1310;0,00000173;;
1377,398;2,881;2312,897;0,111;1874,925;2,536;;;13450;0,96933;22361;11,475;;;16852;;266,09;1,391;266,09;1,254;1220;0,532;1220;7,585;710;1,470508;710;0;5079;1,335482357;11620;0,18766;563,122;1,424;204,09686;1,936834271;557,431;2,097;204,09686;1,289268884;370,788;0,007;18200;1,9;;;5088;1,829784752;5088;0;1479;2,322;1627;-0,0003963;1320;1,54434;1320;0,00000177;;
1389,459;2,881;2382,247;0,111;1893,022;2,564;;;13871;1,0554;23368;11,63;;;16915;;267,24;1,397;267,24;1,25;1230;0,538;1230;7,649;715;1,470422;715;0;5258;1,323410544;11704;0,20794;565,967;1,424;205,275124;1,943404972;560,276;2,095;205,275124;1,294849587;371,562;0,007;19300;1,9;;;5140;1,825957406;5140;0;1496;2,322;1643;0,001611;1330;1,54438;1330;0,00000208;;
1401,519;2,881;2394,308;0,111;1911,119;2,581;;;14007;1,1464;24433;11,76;;;17041;;268,4;1,403;268,4;1,246;1240;0,544;1240;7,716;720;1,470338;720;0;5443;1,3096384;11789;0,23225;568,813;1,424;206,460191;1,950365309;563,122;2,093;206,460191;1,300636761;372,335;0,007;20400;1,9;;;5192;1,822083451;5192;0;1513;2,322;1659;0,001611;1340;1,54445;1340;0,00000237;;
1413,58;2,881;2406,362;0,102;1929,216;2,606;;;14250;1,2505;25547;11,889;;;17362;;269,57;1,409;269,57;1,242;1250;0,551;1250;7,788;725;1,470255;725;0;5635;1,293746028;11876;0,2594;571,658;1,424;207,652098;1,95772611;565,967;2,093;207,652098;1,306609173;373,108;0,006;21700;1,9;;;5244;1,818162578;5244;0;1529;2,32;1680;0,0006075;1350;1,54489;1350;0,00000375;;
1425,645;2,885;2418,419;0,098;1947,313;2,632;;;14425;1,3654;26712;11,999;;;18020;;270,74;1,415;270,74;1,237;1260;0,557;1260;7,863;730;1,470174;730;0;5833;1,275372396;11963;0,28765;574,504;1,424;208,850887;1,965497026;568,813;2,092;208,850887;1,31274573;373,88;0,004;23000;1,9;;;5296;1,814194466;5296;0;1546;2,32;1689;0,0009745;1360;1,54397;1360;0,00000565;;
1437,716;2,898;2427,462;0,094;1965,41;2,652;;;14595;1,4546;27930;12,116;;;18223;;271,93;1,421;271,93;1,232;1270;0,56;1270;7,911;735;1,470095;735;0;6039;1,253728956;12052;0,3149;577,349;1,424;210,056596;1,973686583;571,658;2,089;210,056596;1,319025535;374,654;0,004;24300;1,9;;;5348;1,810178794;5348;0;1563;2,32;;;1370;1,54399;1370;0,00000595;;
1449,777;2,898;;;1983,507;2,677;;;14865;1,7199;29203;12,232;;;18359;;273,13;1,428;273,13;1,226;1280;0,567;1280;7,982;740;1,470018;740;0;6252;1,228088835;12143;0,33894;580,195;1,424;211,269266;1,982302247;574,504;2,089;211,269266;1,325427946;375,427;0,004;25800;1,9;;;5400;1,806115232;5400;0;1580;2,32;;;1380;1,54403;1380;0,00000738;;
1461,838;2,898;;;2001,604;2,7;;;14775;1,6183;30196;12,3;;;18496;;274,34;1,434;274,34;1,22;1290;0,573;1290;8,053;745;1,469942;745;0;6472;1,197325672;12234;0,3578;583,04;1,424;212,488937;1,991350471;577,349;2,089;212,488937;1,331932637;376,201;0,004;27300;1,9;;;5452;1,802003444;5452;0;1596;2,32;;;1390;1,54421;1390;0,0000074;;
1473,898;2,898;;;2019,701;2,725;;;14726;1,5366;1297,6;1,435;;;18635;;275,56;1,441;275,56;1,213;1300;0,58;1300;8,119;750;1,469867;750;0;6700;1,159649414;12327;0,36994;585,886;1,424;213,715649;2,000836765;580,195;2,085;213,715649;1,338519654;376,974;0,004;28800;1,9;;;5504;1,797843088;5504;0;1613;2,32;;;1400;1,54335;1400;0,00000839;;
1485,959;2,898;;;2037,798;2,745;;;14959;1,8324;1179,1;1,4357;;;18566;;276,79;1,448;276,79;1,206;1310;0,586;1310;8,189;755;1,469794;755;0;7000;1,0878;12422;0,37444;588,731;1,424;214,949443;2,010765753;583,04;2,084;214,949443;1,345169476;377,747;0,004;;;;;;;;;1627;2,32;;;1410;1,5436;1410;0,00000928;;
1498,02;2,898;;;2055,895;2,768;;;15086;1,938;1059,1;1,3561;;;18774;;278,03;1,455;278,03;1,198;1320;0,592;1320;8,254;760;1,469723;760;0;7030,4;1,0794;12518;0,37101;591,577;1,424;216,19036;2,021141244;585,886;2,084;216,19036;1,351863077;378,521;0,004;;;;;;;;;322,8;3,202;;;1420;1,54367;1420;0,00000906;;
1510,081;2,898;;;2073,992;2,793;;;15200;2,1127;969,82;1,4571;;;18985;;279,28;1,462;279,28;1,189;1330;0,599;1330;8,322;765;1,469653;765;0;7061;1,0705;12615;0,35998;594,422;1,424;217,43844;2,031966309;588,731;2,084;217,43844;1,358581986;379,294;0,004;;;;;;;;;991,8;2,344;;;1430;1,54349;1430;0,00000788;;
1522,142;2,898;;;2092,09;2,816;;;15103;2,0078;905,2;1,7186;;;18985;;280,54;1,469;280,54;1,179;1340;0,605;1340;8,39;770;1,469584;770;0;7091,9;1,0611;12714;0,34215;597,268;1,424;218,693726;2,043243366;591,577;2,082;218,693726;1,365308347;380,067;0,004;;;;;;;;;832,7;2,368;;;1440;1,5438;1440;0,00000634;;
1534,203;2,898;;;2110,187;2,836;;;15301;2,239;861,22;1,9197;;;19559;;281,82;1,476;281,82;1,168;1350;0,612;1350;8,455;775;1,469517;775;0;7123,1;1,0513;12815;0,31869;600,113;1,424;219,956259;2,054974273;594,422;2,079;219,956259;1,372024983;380,84;0,001;;;;;;;;;1132;2,335;;;1450;1,54297;1450;0,00000554;;
1546,264;2,898;;;2128,284;2,861;;;15421;2,3677;;;;;19706;;283,11;1,483;283,11;1,157;1360;0,619;1360;8,527;780;1,469451;780;0;7154,6;1,041;12917;0,29102;602,959;1,424;221,22608;2,067160439;597,268;2,079;221,22608;1,378715457;381,613;0,001;;;;;;;;;1261;2,328;;;1460;1,54245;1460;0,00000543;;
1558,325;2,898;;;2146,381;2,887;;;15489;2,5328;;;;;19706;;284,4;1,49;284,4;1,144;1370;0,623;1370;8,59;785;1,469386;785;0;7186,3;1,0301;13021;0,26066;605,804;1,424;222,503232;2,079802943;600,113;2,079;222,503232;1,385364122;382,386;0,001;;;;;;;;;1684;2,317;;;1470;1,54268;1470;0,00000467;;
1570,385;2,898;;;2164,478;2,904;;;15335;2,4599;;;;;19779;;285,71;1,498;285,71;1,13;1380;0,629;1380;8,65;790;1,469323;790;0;7218,4;1,0186;13127;0,22912;608,65;1,424;223,787757;2,092902681;602,959;2,078;223,787757;1,391956176;383,16;0,001;;;;;;;;;1661;2,317;;;1480;1,54327;1480;0,00000352;;
1582,446;2,898;;;2182,575;2,929;;;15643;2,6889;;;;;19927;;287,04;1,505;287,04;1,114;1390;0,635;1390;8,722;795;1,46926;795;0;7250,7;1,0064;13234;0,19781;611,495;1,424;225,079698;2,106460517;605,804;2,075;225,079698;1,398477705;383,933;0,001;;;;;;;;;;;;;1490;1,54355;1490;0,00000357;;
1594,507;2,898;;;2200,672;2,952;;;15567;2,6121;;;;;19927;;288,37;1,512;288,37;1,097;1400;0,641;1400;8,79;800;1,469199;800;0;7283,3;0,99352;13343;0,16796;614,341;1,424;226,379097;2,120477468;608,65;2,074;226,379097;1,404915705;384,706;0,001;;;;;;;;;;;;;1500;1,54294;1500;0,00000348;;
1606,568;2,898;;;2218,769;2,974;;;15764;2,8095;;;;;20151;;289,72;1,519;289,72;1,078;1410;0,65;1410;8,864;805;1,469139;805;0;7316,2;0,97977;13454;0,14054;617,186;1,424;227,685998;2,134954902;611,495;2,074;227,685998;1,411258104;385,48;0,001;;;;;;;;;;;;;1510;1,5421;1510;0,00000314;;
1618,629;2,898;;;2236,866;2,997;;;15845;2,9062;;;;;20453;;291,08;1,526;291,08;1,057;1420;0,655;1420;8,925;810;1,46908;810;0;7349,4;0,9651;13566;0,11627;620,032;1,424;229,000444;2,149894766;614,341;2,074;229,000444;1,417493744;386,253;0,001;;;;;;;;;;;;;1520;1,54268;1520;0,00000269;;
1630,69;2,898;;;2254,963;3,022;;;15986;3,0164;;;;;21072;;292,45;1,533;292,45;1,034;1430;0,661;1430;8,989;815;1,469023;815;0;7382,9;0,9494;13681;0,095571;622,877;1,424;230,322478;2,165299831;617,186;2,073;230,322478;1,42361235;387,027;0,001;;;;;;;;;;;;;1530;1,54223;1530;0,00000282;;
1642,751;2,898;;;2273,06;3,039;;;16107;3,2098;;;;;21790;;293,84;1,538;293,84;1,008;1440;0,667;1440;9,056;820;1,468966;820;0;7416,7;0,93255;13798;0,078627;625,723;1,424;231,652144;2,181173966;620,032;2,07;231,652144;1,429604458;387,8;0,001;;;;;;;;;;;;;1540;1,54211;1540;0,00000265;;
1654,812;2,898;;;2291,157;3,065;;;16016;3,1287;;;;;22117;;295,24;1,543;295,24;0,98;1450;0,674;1450;9,121;825;1,46891;825;0;7450,8;0,9144;13916;0,065388;628,568;1,424;232,989486;2,197522434;622,877;2,069;232,989486;1,435461299;388,573;0,001;;;;;;;;;;;;;1550;1,54261;1550;0,00000245;;
1666,872;2,898;;;2309,254;3,09;;;16221;3,4298;;;;;22283;;296,65;1,546;296,65;0,948;1460;0,682;1460;9,193;830;1,468855;830;0;7485,2;0,89478;14037;0,055635;631,414;1,424;234,334549;2,214352199;625,723;2,069;234,334549;1,441174638;389,347;0,001;;;;;;;;;;;;;1560;1,54214;1560;0,00000309;;
1678,933;2,898;;;2327,351;3,113;;;16129;3,3542;;;;;22449;;298,08;1,548;298,08;0,912;1470;0,69;1470;9,271;835;1,468802;835;0;7520;0,87347;14159;0,049029;634,259;1,424;235,687377;2,231672262;628,568;2,069;235,687377;1,446736546;390,12;0,001;;;;;;;;;;;;;1570;1,54238;1570;0,00000308;;
1690,994;2,898;;;2345,448;3,133;;;16071;3,284;;;;;22617;;299,52;1,547;299,52;0,873;1480;0,692;1480;9,319;840;1,468749;840;0;7555;0,85024;14284;0,045171;637,105;1,424;237,048015;2,249493991;631,414;2,069;237,048015;1,452139109;390,893;0,001;;;;;;;;;;;;;1580;1,54202;1580;0,0000034;;
